lat,lon,severity,year,hour,casualties,injuries,vehicle_type,day_type
6.385781,2.460175,Minor Injury,2020,11,0,2,Car,Weekend
6.389994,2.464776,Minor Injury,2024,13,0,1,Motorcycle,Weekday
6.402172,2.440345,Fatal,2020,8,3,1,Car,Weekend
6.442359,2.471962,Serious Injury,2021,11,0,1,Motorcycle,Weekday
6.411454,2.446531,Minor Injury,2021,21,0,1,Car,Weekday
6.437797,2.462702,Property Damage,2021,17,0,0,Car,Weekday
6.406531,2.472672,Serious Injury,2024,9,0,2,Car,Weekday
6.43284,2.457292,Serious Injury,2020,23,0,3,Car,Weekend
6.395361,2.459342,Minor Injury,2024,16,0,2,Bus/Truck,Weekend
6.422452,2.428551,Property Damage,2020,17,0,0,Car,Weekend
6.424517,2.40379,Serious Injury,2020,16,0,3,Motorcycle,Weekend
6.390703,2.448798,Serious Injury,2024,18,0,3,Car,Weekday
6.391841,2.440994,Minor Injury,2023,18,0,2,Car,Weekday
6.372391,2.45857,Property Damage,2023,15,0,0,Car,Weekday
6.391329,2.443571,Property Damage,2024,11,0,0,Car,Weekend
6.412898,2.393938,Property Damage,2022,16,0,0,Motorcycle,Weekend
6.403491,2.434378,Fatal,2021,12,1,1,Bicycle,Weekday
6.386725,2.441857,Serious Injury,2020,18,0,1,Motorcycle,Weekday
6.412816,2.453714,Minor Injury,2022,9,0,2,Motorcycle,Weekday
6.408772,2.408106,Minor Injury,2024,7,0,2,Car,Weekday
6.390821,2.439581,Minor Injury,2024,17,0,1,Bus/Truck,Weekday
6.390663,2.444247,Minor Injury,2024,15,0,1,Car,Weekday
6.434817,2.463528,Minor Injury,2020,11,0,2,Bus/Truck,Weekday
6.390867,2.443835,Serious Injury,2023,17,0,1,Motorcycle,Weekend
6.397265,2.444673,Serious Injury,2023,20,0,3,Motorcycle,Weekday
6.412187,2.449849,Serious Injury,2023,7,0,3,Bus/Truck,Weekend
6.392293,2.459824,Minor Injury,2023,18,0,1,Motorcycle,Weekday
6.437577,2.461632,Serious Injury,2023,10,0,2,Car,Weekday
6.419043,2.467213,Minor Injury,2024,18,0,2,Motorcycle,Weekend
6.392215,2.443374,Minor Injury,2020,16,0,2,Car,Weekend
6.438783,2.459842,Property Damage,2022,16,0,0,Car,Weekend
6.397053,2.463136,Property Damage,2020,11,0,0,Bus/Truck,Weekday
6.43938,2.459697,Property Damage,2024,18,0,0,Motorcycle,Weekday
6.392007,2.445126,Property Damage,2023,14,0,0,Motorcycle,Weekday
6.416437,2.425859,Property Damage,2020,20,0,0,Bus/Truck,Weekday
6.407522,2.441699,Minor Injury,2022,7,0,1,Motorcycle,Weekend
6.389981,2.455624,Property Damage,2022,8,0,0,Car,Weekday
6.391006,2.415705,Property Damage,2021,18,0,0,Motorcycle,Weekend
6.406246,2.452506,Property Damage,2022,11,0,0,Motorcycle,Weekend
6.390721,2.439274,Minor Injury,2020,20,0,1,Car,Weekday
6.43616,2.464138,Property Damage,2023,10,0,0,Car,Weekday
6.384491,2.460396,Serious Injury,2020,7,0,3,Motorcycle,Weekday
6.414889,2.437458,Property Damage,2021,20,0,0,Car,Weekday
6.408217,2.416818,Property Damage,2023,8,0,0,Car,Weekend
